会社名,書類名,docID,証券コード,ＥＤＩＮＥＴコード,決算期,提出日,提出者業種
株式会社井筒屋,有価証券報告書－第127期(令和3年3月1日－令和4年2月28日),S100O4QV,82600,E03032,2022-02-28,2022-05-27,小売業
コーナン商事株式会社,有価証券報告書－第45期(令和3年3月1日－令和4年2月28日),S100O4V1,75160,E03273,2022-02-28,2022-05-27,小売業
株式会社東京衡機,有価証券報告書－第116期(令和3年3月1日－令和4年2月28日),S100O4G9,77190,E01587,2022-02-28,2022-05-27,精密機器
株式会社アークコア,有価証券報告書－第19期(令和3年3月1日－令和4年2月28日),S100NZ2L,33840,E02989,2022-02-28,2022-05-27,卸売業
株式会社マルゼン,有価証券報告書－第61期(令和3年3月1日－令和4年2月28日),S100O4O4,59820,E02438,2022-02-28,2022-05-27,金属製品
株式会社松屋,有価証券報告書－第153期(令和3年3月1日－令和4年2月28日),S100O4Q0,82370,E03017,2022-02-28,2022-05-27,小売業
株式会社クリーク・アンド・リバー社,有価証券報告書－第32期(令和3年3月1日－令和4年2月28日),S100O4T9,47630,E05096,2022-02-28,2022-05-27,サービス業
株式会社エスクロー・エージェント・ジャパン,有価証券報告書－第15期(令和3年3月1日－令和4年2月28日),S100O4MY,60930,E30476,2022-02-28,2022-05-27,サービス業
株式会社サマンサタバサジャパンリミテッド,有価証券報告書－第28期(令和3年3月1日－令和4年2月28日),S100O4QU,78290,E03463,2022-02-28,2022-05-27,その他製品
株式会社Ｏｌｙｍｐｉｃグループ,有価証券報告書－第50期(令和3年3月1日－令和4年2月28日),S100O4PI,82890,E03132,2022-02-28,2022-05-27,小売業
株式会社天満屋ストア,有価証券報告書－第53期(令和3年3月1日－令和4年2月28日),S100O3KT,98460,E03146,2022-02-28,2022-05-27,小売業
株式会社サンエー,有価証券報告書－第52期(令和3年3月1日－令和4年2月28日),S100O4XG,26590,E03352,2022-02-28,2022-05-27,小売業
株式会社三陽商会,有価証券報告書－第79期(令和3年3月1日－令和4年2月28日),S100O4YE,80110,E00593,2022-02-28,2022-05-27,繊維製品
株式会社テイツー,有価証券報告書－第32期(令和3年3月1日－令和4年2月28日),S100O4U2,76100,E03319,2022-02-28,2022-05-27,小売業
Ｊ．フロント　リテイリング株式会社,有価証券報告書－第15期(令和3年3月1日－令和4年2月28日),S100O4WX,30860,E03516,2022-02-28,2022-05-27,小売業
株式会社セブン＆アイ・ホールディングス,有価証券報告書－第17期(令和3年3月1日－令和4年2月28日),S100O4RC,33820,E03462,2022-02-28,2022-05-27,小売業
株式会社カンセキ,有価証券報告書－第48期(令和3年3月1日－令和4年2月28日),S100O3SC,99030,E03179,2022-02-28,2022-05-27,小売業
株式会社買取王国,有価証券報告書－第23期(令和3年3月1日－令和4年2月28日),S100NYL0,31810,E27202,2022-02-28,2022-05-27,小売業
株式会社タカキュー,有価証券報告書－第73期(令和3年3月1日－令和4年2月28日),S100O4YU,81660,E03093,2022-02-28,2022-05-27,小売業
岡谷鋼機株式会社,有価証券報告書－第86期(令和3年3月1日－令和4年2月28日),S100O482,74850,E02553,2022-02-28,2022-05-27,卸売業
株式会社シーズメン,有価証券報告書－第33期(令和3年3月1日－令和4年2月28日),S100O4I5,30830,E03498,2022-02-28,2022-05-27,小売業
株式会社チヨダ,有価証券報告書－第75期(令和3年3月1日－令和4年2月28日),S100O4Q1,81850,E03077,2022-02-28,2022-05-27,小売業
久光製薬株式会社,有価証券報告書－第120期(令和3年3月1日－令和4年2月28日),S100O4BB,45300,E00944,2022-02-28,2022-05-27,医薬品
株式会社エスエルディー,有価証券報告書－第19期(令和3年3月1日－令和4年2月28日),S100O514,32230,E31291,2022-02-28,2022-05-27,小売業
株式会社オンワードホールディングス,有価証券報告書－第75期(令和3年3月1日－令和4年2月28日),S100O4JK,80160,E02521,2022-02-28,2022-05-27,繊維製品
株式会社ファミリーマート,有価証券報告書－第41期(令和3年3月1日－令和4年2月28日),S100O4AF,,E03125,2022-02-28,2022-05-27,小売業
株式会社メディアドゥ,有価証券報告書－第23期(令和3年3月1日－令和4年2月28日),S100O4C6,36780,E30002,2022-02-28,2022-05-27,情報・通信業
株式会社ＢｅｅＸ,有価証券報告書－第6期(令和3年3月1日－令和4年2月28日),S100O4YK,42700,E36937,2022-02-28,2022-05-27,情報・通信業
株式会社クリーマ,有価証券報告書－第13期(令和3年3月1日－令和4年2月28日),S100O50P,40170,E36100,2022-02-28,2022-05-27,情報・通信業
株式会社トライステージ,有価証券報告書－第16期(令和3年3月1日－令和4年2月28日),S100O4FZ,21780,E21322,2022-02-28,2022-05-27,サービス業
株式会社ベクトル,有価証券報告書－第30期(令和3年3月1日－令和4年2月28日),S100O512,60580,E26428,2022-02-28,2022-05-27,サービス業
株式会社メタリアル,有価証券報告書－第18期(令和3年3月1日－令和4年2月28日),S100O4XF,61820,E31901,2022-02-28,2022-05-27,サービス業
株式会社バロックジャパンリミテッド,有価証券報告書－第23期(令和3年3月1日－令和4年2月28日),S100O4OJ,35480,E32697,2022-02-28,2022-05-27,小売業
株式会社幸和製作所,有価証券報告書－第35期(令和3年3月1日－令和4年2月28日),S100O4TO,78070,E33491,2022-02-28,2022-05-27,その他製品
株式会社　放電精密加工研究所,有価証券報告書－第61期(令和3年3月1日－令和4年2月28日),S100O42Q,64690,E01454,2022-02-28,2022-05-27,機械
株式会社薬王堂ホールディングス,有価証券報告書－第3期(令和3年3月1日－令和4年2月28日),S100O4YV,76790,E34943,2022-02-28,2022-05-27,小売業
株式会社ベルシステム２４ホールディングス,有価証券報告書－第8期(令和3年3月1日－令和4年2月28日),S100O4J4,61830,E31896,2022-02-28,2022-05-27,サービス業
株式会社ＴＳＩホールディングス,有価証券報告書－第11期(令和3年3月1日－令和4年2月28日),S100O48N,36080,E25234,2022-02-28,2022-05-27,繊維製品
株式会社ジェイグループホールディングス,有価証券報告書－第21期(令和3年3月1日－令和4年2月28日),S100O50U,30630,E03495,2022-02-28,2022-05-27,小売業
株式会社サーバーワークス,有価証券報告書－第23期(令和3年3月1日－令和4年2月28日),S100O4D3,44340,E31580,2022-02-28,2022-05-27,情報・通信業
株式会社マルヨシセンター,有価証券報告書－第62期(令和3年3月1日－令和4年2月28日),S100O3S0,75150,E03272,2022-02-28,2022-05-27,小売業
株式会社リテールパートナーズ,有価証券報告書－第69期(令和3年3月1日－令和4年2月28日),S100O4T1,81670,E03094,2022-02-28,2022-05-27,小売業
シンメンテホールディングス株式会社,有価証券報告書－第37期(令和3年3月1日－令和4年2月28日),S100O4R5,60860,E30120,2022-02-28,2022-05-27,サービス業
株式会社オキサイド,有価証券報告書－第22期(令和3年3月1日－令和4年2月28日),S100O51O,65210,E36433,2022-02-28,2022-05-27,その他製品
株式会社セイヒョー,有価証券報告書－第111期(令和3年3月1日－令和4年2月28日),S100O50Z,28720,E00447,2022-02-28,2022-05-27,食料品
株式会社ラピーヌ,有価証券報告書－第74期(令和3年3月1日－令和4年2月28日),S100O4W6,81430,E00605,2022-02-28,2022-05-27,繊維製品
株式会社ヨシムラ・フード・ホールディングス,有価証券報告書－第14期(令和3年3月1日－令和4年2月28日),S100O52Z,28840,E32138,2022-02-28,2022-05-27,サービス業
株式会社ＭＯＲＥＳＣＯ,有価証券報告書－第64期(令和3年3月1日－令和4年2月28日),S100O4GM,50180,E01083,2022-02-28,2022-05-27,石油・石炭製品
セントラル警備保障株式会社,有価証券報告書－第50期(令和3年3月1日－令和4年2月28日),S100O534,97400,E04799,2022-02-28,2022-05-27,サービス業
株式会社ロコンド,有価証券報告書－第12期(令和3年3月1日－令和4年2月28日),S100O4ZY,35580,E32966,2022-02-28,2022-05-27,小売業
ＲＰＡホールディングス株式会社,有価証券報告書－第23期(令和3年3月1日－令和4年2月28日),S100O540,65720,E33881,2022-02-28,2022-05-27,サービス業
株式会社ＭＳ＆Ｃｏｎｓｕｌｔｉｎｇ,有価証券報告書－第10期(令和3年3月1日－令和4年2月28日),S100O4WO,65550,E20870,2022-02-28,2022-05-27,サービス業
株式会社エストラスト,有価証券報告書－第24期(令和3年3月1日－令和4年2月28日),S100O54G,32800,E26966,2022-02-28,2022-05-30,不動産業
株式会社エービーシー・マート,有価証券報告書－第37期(令和3年3月1日－令和4年2月28日),S100O4L2,26700,E02925,2022-02-28,2022-05-30,小売業
株式会社房総カントリークラブ,有価証券報告書－第49期(令和3年3月1日－令和4年2月28日),S100O4RY,,E04681,2022-02-28,2022-05-30,サービス業
株式会社ワキタ,有価証券報告書－第62期(令和3年3月1日－令和4年2月28日),S100O4SO,81250,E02618,2022-02-28,2022-05-30,卸売業
株式会社ジュンテンドー,有価証券報告書－第61期(令和3年3月1日－令和4年2月28日),S100O44V,98350,E03141,2022-02-28,2022-05-30,小売業
和田興産株式会社,有価証券報告書－第57期(令和3年3月1日－令和4年2月28日),S100O55J,89310,E04029,2022-02-28,2022-05-30,不動産業
株式会社グラファイトデザイン,有価証券報告書－第33期(令和3年3月1日－令和4年2月28日),S100O4B3,78470,E02464,2022-02-28,2022-05-30,その他製品
スローガン株式会社,有価証券報告書－第17期(令和3年3月1日－令和4年2月28日),S100O58G,92530,E37006,2022-02-28,2022-05-30,サービス業
株式会社コパ・コーポレーション,有価証券報告書－第24期(令和3年4月1日－令和4年2月28日),S100O55Z,76890,E35554,2022-02-28,2022-05-30,卸売業
株式会社レイ,有価証券報告書－第41期(令和3年3月1日－令和4年2月28日),S100O59U,43170,E05230,2022-02-28,2022-05-30,サービス業
株式会社関通,有価証券報告書－第36期(令和3年3月1日－令和4年2月28日),S100O54K,93260,E35493,2022-02-28,2022-05-30,倉庫・運輸関連
株式会社コープビル,有価証券報告書－第40期(令和3年3月1日－令和4年2月28日),S100O44U,,E04580,2022-02-28,2022-05-30,サービス業
株式会社きもと,有価証券報告書－第62期(令和3年4月1日－令和4年3月31日),S100O4WM,79080,E02425,2022-03-31,2022-05-30,化学
株式会社イートアンドホールディングス,有価証券報告書－第45期(令和3年3月1日－令和4年2月28日),S100O53J,28820,E25551,2022-02-28,2022-05-30,食料品
フュージョン株式会社,有価証券報告書－第31期(令和3年3月1日－令和4年2月28日),S100O529,39770,E32956,2022-02-28,2022-05-30,サービス業
株式会社スリーエフ,有価証券報告書－第41期(令和3年3月1日－令和4年2月28日),S100O4DF,75440,E03286,2022-02-28,2022-05-30,小売業
知多鋼業株式会社,有価証券報告書－第66期(令和3年3月1日－令和4年2月28日),S100O4YW,59930,E01419,2022-02-28,2022-05-30,金属製品
株式会社大和,有価証券報告書－第106期(令和3年3月1日－令和4年2月28日),S100O57V,82470,E03025,2022-02-28,2022-05-30,小売業
株式会社安芸ゴルフ倶楽部,有価証券報告書－第10期(令和3年3月1日－令和4年2月28日),S100O4XK,,E26965,2022-02-28,2022-05-30,サービス業
ＪＮＳホールディングス株式会社,有価証券報告書－第18期(令和3年3月1日－令和4年2月28日),S100O56I,36270,E20385,2022-02-28,2022-05-30,情報・通信業
株式会社　リソー教育,有価証券報告書－第37期(令和3年3月1日－令和4年2月28日),S100O4Z8,47140,E05024,2022-02-28,2022-05-30,サービス業
株式会社エスケイジャパン,有価証券報告書－第33期(令和3年3月1日－令和4年2月28日),S100O5DN,76080,E02897,2022-02-28,2022-05-30,卸売業
株式会社ありがとうサービス,有価証券報告書－第23期(令和3年3月1日－令和4年2月28日),S100O5EJ,31770,E26821,2022-02-28,2022-05-30,小売業
株式会社エスポア,有価証券報告書－第50期(令和3年3月1日－令和4年2月28日),S100O5CA,32600,E04086,2022-02-28,2022-05-30,不動産業
ツインバード工業株式会社,有価証券報告書－第60期(令和3年3月1日－令和4年2月28日),S100O5F1,68970,E02017,2022-02-28,2022-05-30,電気機器
丸東産業株式会社,有価証券報告書－第75期(令和3年3月1日－令和4年2月28日),S100O55B,78940,E00863,2022-02-28,2022-05-30,化学
株式会社テラスカイ,有価証券報告書－第16期(令和3年3月1日－令和4年2月28日),S100O550,39150,E31453,2022-02-28,2022-05-30,情報・通信業
株式会社Ｎｏ．１,有価証券報告書－第33期(令和3年3月1日－令和4年2月28日),S100O5GO,35620,E33037,2022-02-28,2022-05-30,卸売業
株式会社白鳩,有価証券報告書－第50期(令和3年3月1日－令和4年2月28日),S100O49V,31920,E30504,2022-02-28,2022-05-30,小売業
株式会社識学,有価証券報告書－第7期(令和3年3月1日－令和4年2月28日),S100O59A,70490,E34634,2022-02-28,2022-05-30,サービス業
株式会社ベイカレント・コンサルティング,有価証券報告書－第8期(令和3年3月1日－令和4年2月28日),S100NXKY,65320,E32549,2022-02-28,2022-05-30,サービス業
株式会社ブロッコリー,有価証券報告書－第28期(令和3年3月1日－令和4年2月28日),S100O5GW,27060,E02463,2022-02-28,2022-05-30,小売業
株式会社ＤＤホールディングス,有価証券報告書－第26期(令和3年3月1日－令和4年2月28日),S100O4YD,30730,E05673,2022-02-28,2022-05-30,小売業
株式会社クリエイト・レストランツ・ホールディングス,有価証券報告書－第25期(令和3年3月1日－令和4年2月28日),S100O4DV,33870,E05517,2022-02-28,2022-05-30,小売業
