会社名,書類名,docID,証券コード,ＥＤＩＮＥＴコード,決算期,提出日,提出者業種
株式会社シモジマ,有価証券報告書－第63期(2023/04/01－2024/03/31),S100TUHM,74820,E02839,2024-03-31,2024-06-27,卸売業
豊橋鉄道株式会社,有価証券報告書－第151期(2023/04/01－2024/03/31),S100TT1P,,E04118,2024-03-31,2024-06-27,陸運業
株式会社ＭＩＸＩ,有価証券報告書－第25期(2023/04/01－2024/03/31),S100TR2T,21210,E05617,2024-03-31,2024-06-27,サービス業
株式会社トーエネック,有価証券報告書－第106期(2023/04/01－2024/03/31),S100TV1S,19460,E00076,2024-03-31,2024-06-27,建設業
平和紙業株式会社,有価証券報告書－第91期(2023/04/01－2024/03/31),S100TVAZ,99290,E02759,2024-03-31,2024-06-27,卸売業
株式会社　廣貫堂,有価証券報告書－第110期(2023/04/01－2024/03/31),S100TTM8,,E00959,2024-03-31,2024-06-27,医薬品
株式会社ピエトロ,有価証券報告書－第39期(2023/04/01－2024/03/31),S100TVP9,28180,E00513,2024-03-31,2024-06-27,食料品
第一建設工業株式会社,有価証券報告書－第82期(2023/04/01－2024/03/31),S100TUTD,17990,E00250,2024-03-31,2024-06-27,建設業
三洋工業株式会社,有価証券報告書－第90期(2023/04/01－2024/03/31),S100TVQX,59580,E01409,2024-03-31,2024-06-27,金属製品
アドソル日進株式会社,有価証券報告書－第49期(2023/04/01－2024/03/31),S100TNB4,38370,E05664,2024-03-31,2024-06-27,情報・通信業
オリックス株式会社,有価証券報告書－第61期(2023/04/01－2024/03/31),S100TVRC,85910,E04762,2024-03-31,2024-06-27,その他金融業
株式会社めぶきフィナンシャルグループ,有価証券報告書－第9期(2023/04/01－2024/03/31),S100TS1N,71670,E30103,2024-03-31,2024-06-27,銀行業
株式会社フェニックスバイオ,有価証券報告書－第23期(2023/04/01－2024/03/31),S100TVPD,61900,E32153,2024-03-31,2024-06-27,サービス業
株式会社セック,有価証券報告書－第54期(2023/04/01－2024/03/31),S100TV8V,37410,E05400,2024-03-31,2024-06-27,情報・通信業
朝日放送グループホールディングス株式会社,有価証券報告書－第97期(2023/04/01－2024/03/31),S100TSU1,94050,E04380,2024-03-31,2024-06-27,情報・通信業
株式会社ウイルテック,有価証券報告書－第32期(2023/04/01－2024/03/31),S100TVPH,70870,E35470,2024-03-31,2024-06-27,サービス業
東日本高速道路株式会社,有価証券報告書－第19期(2023/04/01－2024/03/31),S100TT6Q,,E04370,2024-03-31,2024-06-27,倉庫・運輸関連
日産化学株式会社,有価証券報告書－第154期(2023/04/01－2024/03/31),S100TUZY,40210,E00759,2024-03-31,2024-06-27,化学
株式会社めぶきフィナンシャルグループ,有価証券報告書－第8期(2023/04/01－2024/03/31),S100TS1N,71670,E30103,2024-03-31,2024-06-27,銀行業
三和ホールディングス株式会社,有価証券報告書－第89期(2023/04/01－2024/03/31),S100TV7A,59290,E01385,2024-03-31,2024-06-27,金属製品
テイカ株式会社,有価証券報告書－第158期(2023/04/01－2024/03/31),S100TVQZ,40270,E00764,2024-03-31,2024-06-27,化学
株式会社サンコー,有価証券報告書－第61期(2023/04/01－2024/03/31),S100TUQ1,69640,E01954,2024-03-31,2024-06-27,電気機器
株式会社中京医薬品,有価証券報告書－第46期(2023/04/01－2024/03/31),S100TVRO,45580,E03289,2024-03-31,2024-06-27,医薬品
石原産業株式会社,有価証券報告書－第101期(2023/04/01－2024/03/31),S100TUK7,40280,E00765,2024-03-31,2024-06-27,化学
株式会社サンマルクホールディングス,有価証券報告書－第33期(2023/04/01－2024/03/31),S100TV92,33950,E05556,2024-03-31,2024-06-27,小売業
株式会社ユナイテッドアローズ,有価証券報告書－第35期(2023/04/01－2024/03/31),S100TVSH,76060,E03316,2024-03-31,2024-06-27,小売業
株式会社藤商事,有価証券報告書－第59期(2023/04/01－2024/03/31),S100TUED,62570,E02488,2024-03-31,2024-06-27,機械
株式会社ソフトフロントホールディングス,有価証券報告書－第27期(2023/04/01－2024/03/31),S100TS3A,23210,E05297,2024-03-31,2024-06-27,情報・通信業
株式会社パピレス,有価証券報告書－第30期(2023/04/01－2024/03/31),S100TSBH,36410,E24453,2024-03-31,2024-06-27,情報・通信業
旭ダイヤモンド工業株式会社,有価証券報告書－第105期(2023/04/01－2024/03/31),S100TTSO,61400,E01499,2024-03-31,2024-06-27,機械
西日本高速道路株式会社,有価証券報告書－第19期(2023/04/01－2024/03/31),S100TVSO,,E04374,2024-03-31,2024-06-27,倉庫・運輸関連
株式会社エヌアイデイ,有価証券報告書－第57期(2023/04/01－2024/03/31),S100TVNE,23490,E05322,2024-03-31,2024-06-27,情報・通信業
日本貨物鉄道株式会社,有価証券報告書－第37期(2023/04/01－2024/03/31),S100TVSU,,E08587,2024-03-31,2024-06-27,陸運業
株式会社ワコム,有価証券報告書－第41期(2023/04/01－2024/03/31),S100TU4A,67270,E02059,2024-03-31,2024-06-27,電気機器
大成ラミック株式会社,有価証券報告書－第59期(2023/04/01－2024/03/31),S100TRZP,49940,E01058,2024-03-31,2024-06-27,化学
信金中央金庫,有価証券報告書－第74期(2023/04/01－2024/03/31),S100TV5J,84210,E03729,2024-03-31,2024-06-27,その他金融業
ユタカフーズ株式会社,有価証券報告書－第84期(2023/04/01－2024/03/31),S100TUYR,28060,E00465,2024-03-31,2024-06-27,食料品
佐田建設株式会社,有価証券報告書－第75期(2023/04/01－2024/03/31),S100TU9V,18260,E00121,2024-03-31,2024-06-27,建設業
コナミグループ株式会社,有価証券報告書－第52期(2023/04/01－2024/03/31),S100TV6W,97660,E01956,2024-03-31,2024-06-27,情報・通信業
新生テクノス株式会社,有価証券報告書－第78期(2023/04/01－2024/03/31),S100TT8H,,E00135,2024-03-31,2024-06-27,建設業
天龍製鋸株式会社,有価証券報告書－第171期(2023/04/01－2024/03/31),S100TSWF,59450,E01426,2024-03-31,2024-06-27,金属製品
株式会社セントクリークゴルフクラブ,有価証券報告書－第23期(2023/04/01－2024/03/31),S100TTY3,,E04723,2024-03-31,2024-06-27,サービス業
カッパ・クリエイト株式会社,有価証券報告書－第46期(2023/04/01－2024/03/31),S100TOVI,74210,E03236,2024-03-31,2024-06-27,小売業
東京電力ホールディングス株式会社,有価証券報告書－第100期(2023/04/01－2024/03/31),S100TVQJ,95010,E04498,2024-03-31,2024-06-27,電気・ガス業
株式会社クロスキャット,有価証券報告書－第51期(2023/04/01－2024/03/31),S100TQZF,23070,E05291,2024-03-31,2024-06-27,情報・通信業
テルモ株式会社,有価証券報告書－第109期(2023/04/01－2024/03/31),S100TULJ,45430,E01630,2024-03-31,2024-06-27,精密機器
株式会社パリミキホールディングス,有価証券報告書－第76期(2023/04/01－2024/03/31),S100TVTD,74550,E03249,2024-03-31,2024-06-27,小売業
株式会社オークモントゴルフクラブ,有価証券報告書－第37期(2023/04/01－2024/03/31),S100TU18,,E04720,2024-03-31,2024-06-27,サービス業
ＯＰＩ株式会社,有価証券報告書－第135期(2023/04/01－2024/03/31),S100TLTZ,,E30909,2024-03-31,2024-06-27,化学
株式会社早稲田学習研究会,有価証券報告書－第32期(2023/04/01－2024/03/31),S100TVJT,58690,E39165,2024-03-31,2024-06-27,サービス業
多治見クラシック株式会社,有価証券報告書－第41期(2023/04/01－2024/03/31),S100TUI0,,E04722,2024-03-31,2024-06-27,サービス業
東京電力パワーグリッド株式会社,有価証券報告書－第9期(2023/04/01－2024/03/31),S100TV90,,E32215,2024-03-31,2024-06-27,電気・ガス業
北海道電力株式会社,有価証券報告書－第100期(2023/04/01－2024/03/31),S100TT39,95090,E04500,2024-03-31,2024-06-27,電気・ガス業
日本甜菜製糖株式会社,有価証券報告書－第126期(2023/04/01－2024/03/31),S100TTGT,21080,E00355,2024-03-31,2024-06-27,食料品
中日本興業株式会社,有価証券報告書－第91期(2023/04/01－2024/03/31),S100TVB4,96430,E04596,2024-03-31,2024-06-27,サービス業
株式会社ココペリ,有価証券報告書－第17期(2023/04/01－2024/03/31),S100TVIA,41670,E36086,2024-03-31,2024-06-27,情報・通信業
岡崎クラシック株式会社,有価証券報告書－第36期(2023/04/01－2024/03/31),S100TUVT,,E04715,2024-03-31,2024-06-27,サービス業
ディーエムソリューションズ株式会社,有価証券報告書－第20期(2023/04/01－2024/03/31),S100TVVY,65490,E33247,2024-03-31,2024-06-27,サービス業
株式会社杉村倉庫,有価証券報告書－第161期(2023/04/01－2024/03/31),S100TQET,93070,E04294,2024-03-31,2024-06-27,倉庫・運輸関連
株式会社島根銀行,有価証券報告書－第174期(2023/04/01－2024/03/31),S100TV36,71500,E03679,2024-03-31,2024-06-27,銀行業
株式会社筑邦銀行,有価証券報告書－第100期(2023/04/01－2024/03/31),S100TU37,83980,E03592,2024-03-31,2024-06-27,銀行業
東邦電気工業株式会社,有価証券報告書－第77期(2023/04/01－2024/03/31),S100TVBP,,E00252,2024-03-31,2024-06-27,建設業
カワセコンピュータサプライ株式会社,有価証券報告書－第69期(2023/04/01－2024/03/31),S100TVTB,78510,E02459,2024-03-31,2024-06-27,その他製品
株式会社ＧＳＩ,有価証券報告書－第20期(2023/04/01－2024/03/31),S100TVVN,55790,E38685,2024-03-31,2024-06-27,情報・通信業
中央自動車工業株式会社,有価証券報告書－第85期(2023/04/01－2024/03/31),S100TVUA,81170,E02642,2024-03-31,2024-06-27,卸売業
瀬戸内運輸株式会社,有価証券報告書－第148期(2023/04/01－2024/03/31),S100TQID,,E04181,2024-03-31,2024-06-27,陸運業
メディキット株式会社,有価証券報告書－第41期(2023/04/01－2024/03/31),S100TRLQ,77490,E02354,2024-03-31,2024-06-27,精密機器
椿本興業株式会社,有価証券報告書－第121期(2023/04/01－2024/03/31),S100TSAD,80520,E02572,2024-03-31,2024-06-27,卸売業
東京電力リニューアブルパワー株式会社,有価証券報告書－第5期(2023/04/01－2024/03/31),S100TU06,,E36432,2024-03-31,2024-06-27,電気・ガス業
日油株式会社,有価証券報告書－第101期(2023/04/01－2024/03/31),S100TUSU,44030,E00880,2024-03-31,2024-06-27,化学
株式会社グレイスヒルズカントリー倶楽部,有価証券報告書－第21期(2023/04/01－2024/03/31),S100TVCT,,E04735,2024-03-31,2024-06-27,サービス業
アイザワ証券グループ株式会社,有価証券報告書－第104期(2023/04/01－2024/03/31),S100TVL4,87080,E03763,2024-03-31,2024-06-27,証券、商品先物取引業
株式会社関西ゴルフ倶楽部,有価証券報告書－第22期(2023/04/01－2024/03/31),S100TVE7,,E25811,2024-03-31,2024-06-27,サービス業
ダイワボウホールディングス株式会社,有価証券報告書－第113期(2023/04/01－2024/03/31),S100TTA1,31070,E00529,2024-03-31,2024-06-27,卸売業
戸田工業株式会社,有価証券報告書－第91期(2023/04/01－2024/03/31),S100TT9P,41000,E00842,2024-03-31,2024-06-27,化学
株式会社日本動物高度医療センター,有価証券報告書－第19期(2023/04/01－2024/03/31),S100TVXA,60390,E31381,2024-03-31,2024-06-27,サービス業
株式会社岩手日報社,有価証券報告書－第86期(2023/04/01－2024/03/31),S100TRYM,,E00701,2024-03-31,2024-06-27,その他製品
三京化成株式会社,有価証券報告書－第98期(2023/04/01－2024/03/31),S100TUOM,81380,E02658,2024-03-31,2024-06-27,卸売業
株式会社アドバンスト・メディア,有価証券報告書－第27期(2023/04/01－2024/03/31),S100TS9A,37730,E05496,2024-03-31,2024-06-27,情報・通信業
株式会社坪田ラボ,有価証券報告書－第12期(2023/04/01－2024/03/31),S100TO2G,48900,E36956,2024-03-31,2024-06-27,サービス業
桂川電機株式会社,有価証券報告書－第79期(2023/04/01－2024/03/31),S100TRFA,64160,E02000,2024-03-31,2024-06-27,機械
日本製罐株式会社,有価証券報告書－第119期(2023/04/01－2024/03/31),S100TUSN,59050,E01408,2024-03-31,2024-06-27,金属製品
高砂鐵工株式会社,有価証券報告書－第152期(2023/04/01－2024/03/31),S100TRVZ,54580,E01275,2024-03-31,2024-06-27,鉄鋼
日本山村硝子株式会社,有価証券報告書－第95期(2023/04/01－2024/03/31),S100TUKA,52100,E01126,2024-03-31,2024-06-27,ガラス・土石製品
日亜鋼業株式会社,有価証券報告書－第72期(2023/04/01－2024/03/31),S100TTO8,56580,E01287,2024-03-31,2024-06-27,鉄鋼
朝日観光株式会社,有価証券報告書－第82期(2023/04/01－2024/03/31),S100TT5U,,E04554,2024-03-31,2024-06-27,サービス業
トーハツ株式会社,有価証券報告書－第120期(2023/04/01－2024/03/31),S100TU58,,E02169,2024-03-31,2024-06-27,輸送用機器
株式会社サインド,有価証券報告書－第13期(2023/04/01－2024/03/31),S100TVYH,42560,E37169,2024-03-31,2024-06-27,サービス業
株式会社　北日本銀行,有価証券報告書－第120期(2023/04/01－2024/03/31),S100TMW9,85510,E03634,2024-03-31,2024-06-27,銀行業
株式会社ヨコオ,有価証券報告書－第86期(2023/04/01－2024/03/31),S100TTKS,68000,E01808,2024-03-31,2024-06-27,電気機器
プレス工業株式会社,有価証券報告書－第122期(2023/04/01－2024/03/31),S100TV88,72460,E02154,2024-03-31,2024-06-27,輸送用機器
日本コークス工業株式会社,有価証券報告書－第21期(2023/04/01－2024/03/31),S100TU8C,33150,E00030,2024-03-31,2024-06-27,石油・石炭製品
ロンシール工業株式会社,有価証券報告書－第81期(2023/04/01－2024/03/31),S100TU6M,42240,E01103,2024-03-31,2024-06-27,化学
三菱化工機株式会社,有価証券報告書－第100期(2023/04/01－2024/03/31),S100TVIZ,63310,E01536,2024-03-31,2024-06-27,機械
九州電力株式会社,有価証券報告書－第100期(2023/04/01－2024/03/31),S100TTZH,95080,E04506,2024-03-31,2024-06-27,電気・ガス業
ウイン・パートナーズ株式会社,有価証券報告書－第11期(2023/04/01－2024/03/31),S100TNAL,31830,E27210,2024-03-31,2024-06-27,卸売業
セントラル硝子株式会社,有価証券報告書－第110期(2023/04/01－2024/03/31),S100TSVP,40440,E00769,2024-03-31,2024-06-27,化学
株式会社銀座山形屋,有価証券報告書－第80期(2023/04/01－2024/03/31),S100TVXV,82150,E03117,2024-03-31,2024-06-27,小売業
株式会社四国銀行,有価証券報告書－第210期(2023/04/01－2024/03/31),S100TSRR,83870,E03590,2024-03-31,2024-06-27,銀行業
株式会社エヌ・シー・エヌ,有価証券報告書－第29期(2023/04/01－2024/03/31),S100TVZ4,70570,E34716,2024-03-31,2024-06-27,サービス業
三愛オブリ株式会社,有価証券報告書－第93期(2023/04/01－2024/03/31),S100TT9Y,80970,E04331,2024-03-31,2024-06-27,卸売業
北陸放送株式会社,有価証券報告書－第95期(2023/04/01－2024/03/31),S100TU56,,E04386,2024-03-31,2024-06-27,情報・通信業
株式会社ヒューマンテクノロジーズ,有価証券報告書－第13期(2023/04/01－2024/03/31),S100TVYQ,56210,E39194,2024-03-31,2024-06-27,情報・通信業
株式会社タカラトミー,有価証券報告書－第73期(2023/04/01－2024/03/31),S100TVX4,78670,E02450,2024-03-31,2024-06-27,その他製品
ＨＳホールディングス株式会社,有価証券報告書－第67期(2023/04/01－2024/03/31),S100TVYL,86990,E03770,2024-03-31,2024-06-27,証券、商品先物取引業
株式会社日新,有価証券報告書－第115期(2023/04/01－2024/03/31),S100TRL2,90660,E04320,2024-03-31,2024-06-27,倉庫・運輸関連
三国商事株式会社,有価証券報告書－第109期(2023/04/01－2024/03/31),S100TUZ1,,E02565,2024-03-31,2024-06-27,卸売業
アルファグループ株式会社,有価証券報告書－第27期(2023/04/01－2024/03/31),S100TVZF,33220,E05399,2024-03-31,2024-06-27,卸売業
株式会社　理経,有価証券報告書－第67期(2023/04/01－2024/03/31),S100TVH1,82260,E02699,2024-03-31,2024-06-27,卸売業
株式会社ベネッセホールディングス,有価証券報告書－第70期(2023/04/01－2024/03/31),S100TSTV,97830,E04939,2024-03-31,2024-06-27,サービス業
